Price,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_200,Volatility_30,RSI_14,BB_MID,BB_UPPER,BB_LOWER,ATR_14,Signal,Position,Return,Strategy_Return
2024-10-16,230.5271095,231.0446896,228.775253,230.7062683,34082200.0,227.24141541,223.59380676800004,198.110703202,0.0141815659559729,57.51939635439433,227.02193375,232.62937714824105,221.4144903517589,4.400949314285713,1,0.0,,
2024-10-17,232.3486389,232.7667067,229.4521309,231.0745697,32993800.0,227.88641358,224.043166814,198.3456685645,0.0141472697978072,58.005550894088415,227.185174565,233.07229697930725,221.29805215069277,4.479867792857141,1,1.0,0.0015964082931680945,0.0015964082931680945
2024-10-18,235.0858881,235.0858881,232.9259424,233.9113617,46431500.0,228.70261231,224.479866338,198.601709519,0.0141838244164499,61.646368821015336,227.52359925,234.1342075858283,220.91299091417173,4.395970357142856,1,1.0,0.012276521833116227,0.012276521833116227
2024-10-21,233.3639114,235.7528025,233.3639114,235.3845062,36254500.0,230.17475891,224.887767338,198.876717911,0.0141992912441349,63.419961039548255,228.02178040000004,235.41999400132588,220.6235667986742,3.908240871428571,1,1.0,0.00629787492703926,0.00629787492703926
2024-10-22,232.8065348,235.1257432,231.5225173,234.7674103,38846600.0,231.1790863,225.252669682,199.1522602085,0.014185910326482,62.123980274225175,228.44431458000005,236.3783855904424,220.51024356955764,3.874822985714285,1,1.0,-0.002621650464434855,-0.002621650464434855
2024-10-23,232.9956371,234.0507242,226.7049069,229.6910095,52287000.0,231.30052032000003,225.441590274,199.380704346,0.0147299612612274,52.601341109122814,228.66279755,236.47448499100287,220.85111010899703,4.202585871428569,1,1.0,-0.02162310685930835,-0.02162310685930835
2024-10-24,228.9146137,229.750734,227.3518946,229.5018921,31109500.0,231.45281219,225.617770388,199.6102853395,0.0147343994988569,52.279832570678906,228.81459122,236.56428193292697,221.06490050707305,4.098783842857139,1,1.0,-0.0008233556916820151,-0.0008233556916820151
2024-10-25,228.6757507,232.1396256,228.50654,230.3380127,38802300.0,231.83702545,225.75095093,199.83884101900003,0.0147330577858804,53.62929715461002,228.99475403,236.7083105443411,221.28119751565885,3.969385157142853,1,1.0,0.003643196979115526,0.003643196979115526
2024-10-28,232.2391553,233.642612,231.4727181,232.3187714,36087100.0,232.04605103,225.89726929,200.0802753455,0.0137091761575927,56.74960164622024,229.01466065,236.7619915332979,221.2673297667021,3.900419764285711,1,1.0,0.008599356557702942,0.008599356557702942
2024-10-29,232.0201728,233.2444706,231.2437874,232.5875244,35417200.0,232.02813263,226.05214844,200.321417237,0.0137115914034091,57.17071647929741,229.38593216500004,237.06730581846315,221.70455851153693,3.693525228571425,1,1.0,0.0011568286039929099,0.0011568286039929099
2024-10-30,231.5324399,232.3884566,228.4866177,229.0340729,47070900.0,231.86091309000005,226.12361603,200.556145707,0.0137685982414083,50.20959939918767,229.55116425,237.04114919154352,222.06117930845647,3.81794511428571,1,1.0,-0.015277911010776468,-0.015277911010776468
2024-10-31,228.2775984,228.765334,224.3259879,224.8634949,64370100.0,231.23980561,226.113861392,200.77473137,0.01248118753476,43.51299265583679,229.563109595,237.02070395919475,222.10551523080528,4.007064185714283,1,1.0,-0.018209421625318356,-0.018209421625318356
2024-11-01,219.9463801,224.306095,219.2496258,221.8773956,65276700.0,230.036409,226.08161194,200.948886338,0.0126959266095195,39.45541079783128,229.36951065500003,237.4213251293328,221.31769618066724,4.110866528571427,1,1.0,-0.01327960904160086,-0.01327960904160086
2024-11-04,219.9662729,221.7579223,218.6922037,220.9815369,44944500.0,228.59611207000003,225.985459292,201.104034959,0.012646119442471,38.30146947339274,229.38543549,237.36568817675905,221.40518280324105,3.898285228571429,1,1.0,-0.004037629419515243,-0.004037629419515243
2024-11-05,220.7725057,222.9125397,220.1155596,222.414856,28111300.0,227.36085664,225.911204532,201.2547981275,0.0126856045186386,41.261447277501006,229.26997147,237.5936306717564,220.9463122682436,3.812965564285713,1,1.0,0.006486148662494751,0.006486148662494751
2024-11-06,221.5787719,225.0227503,220.1653518,221.6882629,54561100.0,226.56058198,225.805496524,201.3955324565,0.0126752987165808,40.208363090691584,228.93055115,237.9176124968016,219.9434898031984,3.923167185714285,1,1.0,-0.0032668370857383833,-0.0032668370857383833
2024-11-07,223.589405,226.8243493,223.5296854,226.4261932,42137700.0,226.25301209,225.82520447,201.5633278665,0.0132566866037829,49.295857527604646,228.85291214,237.9012070366909,219.80461724330908,4.003507757142856,1,1.0,0.021372039448643187,0.021372039448643187
2024-11-08,226.3664142,227.851149,225.609108,226.1571655,38328800.0,225.83492737,225.773837588,201.731414338,0.0132569365482739,48.841926866615495,228.83597641,237.90409297976493,219.76785984023508,3.9930184642857136,1,1.0,-0.0011881474320525331,-0.0011881474320525331
2024-11-11,224.2041092,224.90163,220.7164897,223.4368286,42005600.0,224.94673309,225.683790896,201.894575654,0.0127002696384827,44.39068385060109,228.49639206,237.84914326960632,219.1436408503937,4.105781814285712,-1,1.0,-0.012028524031001742,-0.012028524031001742
2024-11-12,223.755704,224.7920185,222.5699109,223.4368286,40398300.0,224.03166351,225.717766726,202.061157838,0.0115487903867836,44.39068385060109,228.02989807,237.4164790299016,218.6433171100984,3.6886106857142846,-1,-1.0,0.0,-0.0
2024-11-13,223.2175953,225.8482561,221.9720169,224.3236694,48566200.0,223.56062316000003,225.807701722,202.2504694375,0.0115635472643716,46.24300316066504,227.710768125,237.14808297465964,218.2734532753404,3.794139242857142,-1,-1.0,0.0039690896328805625,-0.0039690896328805625
2024-11-14,224.2240271,228.0603991,224.2040936,227.4127045,44923900.0,223.81554412,225.928959046,202.473273469,0.0117988399485294,52.21380444092787,227.527674865,236.83134757518403,218.224002154816,3.810083521428573,-1,-1.0,0.013770437637108168,-0.013770437637108168
2024-11-15,225.5991279,226.1172927,223.4766729,224.2040863,47923700.0,224.04821319,226.017099304,202.6678375255,0.0120591664005607,46.44345609210336,227.042311095,235.94807825748683,218.13654393251312,3.855185828571428,-1,-1.0,-0.014109230207936752,0.014109230207936752
2024-11-18,224.4532037,228.9273263,224.3734849,227.2134094,44633700.0,224.67140044,226.163634338,202.882455903,0.0115342242253928,51.82128928160113,226.633756255,234.63157156048888,218.63594094951108,4.049654171428571,-1,-1.0,0.01342224911981904,-0.01342224911981904
2024-11-19,226.1770839,229.345843,225.8582238,227.4724884,36211800.0,225.17716368,226.33127716,203.0892964945,0.0110588890998175,52.265688739871486,226.26901016,233.31353524726632,219.2244850727336,4.005847921428573,-1,-1.0,0.0011402452024471543,-0.0011402452024471543
2024-11-20,227.2532641,229.1166444,225.090942,228.1899414,35169600.0,225.82733153,226.462505188,203.2916922005,0.0106418958499858,53.543626145132016,226.193956755,233.1158909564414,219.27202255355857,3.9571063071428574,-1,-1.0,0.003154020976542826,-0.003154020976542826
2024-11-21,228.0703666,229.3458375,224.9115819,227.7116394,42108300.0,225.95587615,226.581977234,203.4911510475,0.0106413224106647,52.533880867682925,226.10444412,232.89124627062787,219.31764196937212,3.872848199999999,-1,-1.0,-0.0020960696035308146,0.0020960696035308146
2024-11-22,227.2532745,229.9038689,227.2532745,229.0568695,38168300.0,226.24584655,226.733729248,203.7027402505,0.0106203269398098,55.098617789741255,226.04038696000003,232.68156460776947,219.3992093122306,3.834662664285712,-1,-1.0,0.0059076035970078156,-0.0059076035970078156
2024-11-25,230.6412486,232.4249101,228.9273317,232.0462494,90152800.0,227.10678863,227.068295898,203.925454026,0.0104588489522172,60.23994550464524,226.02676086,232.61460375699548,219.43891796300449,3.884705399999999,1,-1.0,0.013050819678647407,-0.013050819678647407
2024-11-26,232.5046243,234.736706,232.5046243,234.2285004,45986200.0,228.18595581,227.43715149,204.1675183875,0.0104056862672034,63.52344994282392,226.10880966,233.07094370686832,219.1466756131317,3.729923835714284,1,1.0,0.0094043795391765,0.0094043795391765
2024-11-27,233.6406042,234.8562899,232.9829352,234.0989685,33498400.0,229.16348572,227.72577789400003,204.4194099435,0.0102644175425855,63.18987390682612,226.36205444,234.0977072339332,218.6264016460668,3.496871571428573,1,1.0,-0.0005530151103677605,-0.0005530151103677605
2024-11-29,233.9793884,236.9687763,233.1423635,236.4904785,28481400.0,230.07126312,227.899392396,204.687677308,0.0104146071264691,66.66986395536242,226.94340362000003,235.8620003418933,218.0248068981068,3.610040985714288,1,1.0,0.010215807507925723,0.010215807507925723
2024-12-02,236.430692,239.9382295,236.3210805,238.7424774,48137100.0,231.52510223,228.131384584,204.9686442575,0.0103219138972462,69.58573723935817,227.78665771,237.80930208391143,217.76401333608848,3.479789071428576,1,1.0,0.009522577459709414,0.009522577459709414
2024-12-03,238.9617062,241.901268,238.0549215,241.7916565,38861000.0,232.98292694,228.45880005,205.2725518045,0.0105082567930982,73.026595403275,228.82716369,240.1160116490202,217.53831573097975,3.595806135714288,1,1.0,0.01277183320373787,0.01277183320373787
2024-12-04,242.0108712,243.2464903,240.3966066,242.1503754,44383900.0,234.45071564,228.775473024,205.581976243,0.0104868624785215,73.40774948841057,229.81393966,242.1448734890484,217.48300583095164,3.522495028571431,1,1.0,0.0014835867589171325,0.0014835867589171325
2024-12-05,243.1269343,243.6749766,241.2735131,242.1802826,40033900.0,235.84974976000004,229.112651674,205.8877773295,0.009574962133608,73.44144526182899,230.838540645,243.7197822862,217.95729900380007,3.4185777428571447,1,1.0,0.0001235067257301381,0.0001235067257301381
2024-12-06,242.0507472,243.7646642,241.2236814,241.9809875,36870600.0,237.27668457,229.42295105,206.1824049385,0.0095749580047348,72.77963158490752,231.61628036,245.2331280143273,217.99943270567277,3.318931400000003,1,1.0,-0.0008229204205247864,-0.0008229204205247864
2024-12-09,240.9745572,246.3654236,240.8948384,245.8771515,44649200.0,238.95871277,229.80579895,206.505697404,0.0099210618768285,77.12041365941316,232.60227966,247.36257264967864,217.8419866703213,3.372313200000004,1,1.0,0.016101116208561583,0.016101116208561583
2024-12-10,246.0166627,247.3320007,244.4721425,246.8935547,36914800.0,240.44344330000004,230.105257264,206.8408234415,0.0098554248071056,78.10148832521145,233.775115965,249.18248831236832,218.36774361763167,3.327473128571433,1,1.0,0.004133784671732865,0.004133784671732865
2024-12-11,247.0828738,249.9128239,245.3888752,245.6180725,45205800.0,241.58240051,230.514376832,207.162274476,0.0099430080056591,73.82348146066505,234.88417816,250.35138549062555,219.4169708293745,3.3630621500000046,1,1.0,-0.005166121900386678,-0.005166121900386678
2024-12-12,246.0166786,247.8601407,244.810952,247.082901,32777500.0,242.88079376,230.941446228,207.4970565805,0.0094227485839327,75.48430481178025,236.02213974,251.56663783517396,220.4776416448261,3.264128800000005,1,1.0,0.005963846573219911,0.005963846573219911
2024-12-13,246.9433726,248.4081586,245.3689598,247.2522736,33155300.0,243.95697327,231.39399994,207.836011659,0.0085793521134684,75.67647197608002,237.014118195,252.77591315125707,221.2523232387429,3.2918862571428638,1,1.0,0.0006854889565992561,0.0006854889565992561
2024-12-16,247.1127786,250.4907864,246.7739698,250.1519775,51694800.0,245.09792328000003,231.882052002,208.194876405,0.0081253849152364,78.74784845712522,238.311512755,253.904386520284,222.71863898971608,3.3075461285714334,1,1.0,0.01172771379522719,0.01172771379522719
2024-12-17,249.1953766,252.9321115,248.8964348,252.5833435,51356400.0,246.17709198000003,232.520458068,208.58853531,0.0080416848211886,80.92303784029487,239.58000946,255.49583878779168,223.66418013220837,3.4036332785714314,1,1.0,0.009719555385085954,0.009719555385085954
2024-12-18,251.2680237,253.3805197,246.8636607,247.1725616,56774100.0,246.6793106,232.969426572,208.979862977,0.0093167041865734,64.98303087422522,240.56501312,255.7473425143641,225.3826837256359,3.73531215714286,1,1.0,-0.021421768454815027,-0.021421768454815027
2024-12-19,246.6245098,251.1085918,246.2159564,248.9064026,60882300.0,247.3519226,233.378021238,209.3848241435,0.0092455127578943,67.21181318986632,241.60083618000004,256.03666615001026,227.1650062099898,3.8114709142857146,1,1.0,0.007014698511746076,0.007014698511746076
2024-12-20,247.1625865,254.0979732,244.8209084,253.5897827,147495300.0,248.51280212,233.890237424,209.8137978375,0.0090894850437057,72.33414808602745,242.894743345,256.7147043040244,229.0747823859756,4.215750614285715,1,1.0,0.018815828163031734,0.018815828163031734
2024-12-23,253.8688036,254.7456804,252.5534655,254.3670349,40858800.0,249.36179046,234.44766052,210.2380695355,0.0090416603920483,73.08563587661773,244.160251615,257.2615193050613,231.05898392493864,4.097598357142859,1,1.0,0.003064998091502291,0.003064998091502291
2024-12-24,254.5862313,257.2965956,254.3869266,257.2866516,23234700.0,250.40110015,234.98882324,210.666911317,0.0086163558982349,75.75024659314113,245.42227172500003,258.4728188270777,232.3717246229224,4.103289571428574,1,1.0,0.011477968051747833,0.011477968051747833
2024-12-26,257.2766787,259.1799259,256.7186621,258.1037292,27237100.0,251.64966582,235.495563656,211.0974555215,0.0085754090915386,76.45284983411847,246.616033165,259.7230599915623,233.50900633843767,4.107561021428572,1,1.0,0.0031757481195342496,0.0031757481195342496
2024-12-27,256.9179492,257.7848972,252.1648333,254.6858826,42355300.0,252.40996398,235.975155942,211.521335603,0.0091903933850685,67.62627452746875,247.64537887,259.813298153884,235.47745958611603,4.350269099999999,1,1.0,-0.01324214342269936,-0.01324214342269936
2024-12-30,251.3377692,252.6032811,249.8630088,251.3078766,35557500.0,252.81552428,236.37982208000005,211.91904235950005,0.0095463382922202,60.22558610077922,248.386248775,259.44857037968205,237.32392717031783,4.304004,1,1.0,-0.013263420671437043,-0.013263420671437043
